sp,round,pos,period,rep,temp,temp.corr,EL,pupa,adultF,adultM
MEL,1,1,day_1_2,1,14,13.8,N,N,0,0
MEL,1,1,day_1_2,2,14,13.8,Y,Y,4,3
MEL,1,1,day_1_2,3,14,13.8,Y,Y,8,6
MEL,1,1,day_1_2,4,14,13.8,Y,Y,3,4
MEL,1,1,day_1_2,1,17,17.1,Y,Y,8,8
MEL,1,1,day_1_2,2,17,17.1,Y,Y,19,23
MEL,1,1,day_1_2,3,17,17.1,Y,Y,31,20
MEL,1,1,day_1_2,4,17,17.1,Y,Y,31,20
MEL,1,1,day_1_2,1,20,20,Y,Y,14,20
MEL,1,1,day_1_2,2,20,20,Y,Y,29,21
MEL,1,1,day_1_2,3,20,20,Y,Y,40,30
MEL,1,1,day_1_2,4,20,20,Y,Y,31,28
MEL,1,1,day_1_2,1,23,23.4,Y,Y,50,48
MEL,1,1,day_1_2,2,23,23.4,Y,Y,43,35
MEL,1,1,day_1_2,3,23,23.4,Y,Y,34,54
MEL,1,1,day_1_2,4,23,23.4,Y,Y,50,39
MEL,1,1,day_1_2,1,26,26.4,Y,Y,40,54
MEL,1,1,day_1_2,3,26,26.4,Y,Y,71,60
MEL,1,1,day_1_2,4,26,26.4,Y,Y,46,39
MEL,1,1,day_1_2,1,29,29.2,Y,Y,50,46
MEL,1,1,day_1_2,2,29,29.2,Y,Y,57,39
MEL,1,1,day_1_2,3,29,29.2,Y,Y,33,31
MEL,1,1,day_1_2,4,29,29.2,Y,Y,42,38
MEL,1,1,day_1_2,1,32,31.9,Y,Y,3,2
MEL,1,1,day_1_2,2,32,31.9,Y,Y,13,4
MEL,1,1,day_1_2,3,32,31.9,Y,Y,2,3
MEL,1,1,day_1_2,4,32,31.9,Y,Y,16,9
MEL,1,1,day_7_8,1,14,13.8,Y,Y,4,1
MEL,1,1,day_7_8,2,14,13.8,Y,Y,8,5
MEL,1,1,day_7_8,3,14,13.8,Y,Y,13,8
MEL,1,1,day_7_8,4,14,13.8,Y,Y,6,5
MEL,1,1,day_7_8,1,17,17.1,Y,Y,18,13
MEL,1,1,day_7_8,2,17,17.1,Y,Y,15,9
MEL,1,1,day_7_8,3,17,17.1,Y,Y,5,10
MEL,1,1,day_7_8,4,17,17.1,Y,Y,19,10
MEL,1,1,day_7_8,1,20,20,Y,Y,24,15
MEL,1,1,day_7_8,2,20,20,Y,Y,27,29
MEL,1,1,day_7_8,3,20,20,Y,Y,24,20
MEL,1,1,day_7_8,4,20,20,Y,Y,14,11
MEL,1,1,day_7_8,1,23,23.4,Y,Y,65,74
MEL,1,1,day_7_8,2,23,23.4,Y,Y,3,3
MEL,1,1,day_7_8,3,23,23.4,Y,Y,64,61
MEL,1,1,day_7_8,4,23,23.4,Y,Y,72,46
MEL,1,1,day_7_8,1,26,26.4,Y,Y,43,35
MEL,1,1,day_7_8,3,26,26.4,Y,Y,46,45
MEL,1,1,day_7_8,4,26,26.4,Y,Y,34,27
MEL,1,1,day_7_8,1,29,29.2,Y,Y,43,55
MEL,1,1,day_7_8,2,29,29.2,Y,Y,48,40
MEL,1,1,day_7_8,3,29,29.2,Y,Y,34,25
MEL,1,1,day_7_8,4,29,29.2,Y,Y,38,35
MEL,1,1,day_7_8,1,32,31.9,Y,N,0,0
MEL,1,1,day_7_8,2,32,31.9,Y,N,0,0
MEL,1,1,day_7_8,3,32,31.9,Y,N,0,0
MEL,1,1,day_7_8,4,32,31.9,Y,N,0,0
MEL,1,1,recovery,1,14,13.8,Y,Y,14,28
MEL,1,1,recovery,2,14,13.8,Y,Y,31,52
MEL,1,1,recovery,3,14,13.8,Y,Y,65,56
MEL,1,1,recovery,4,14,13.8,Y,Y,58,52
MEL,1,1,recovery,1,17,17.1,Y,Y,57,55
MEL,1,1,recovery,2,17,17.1,Y,Y,44,45
MEL,1,1,recovery,3,17,17.1,Y,Y,48,59
MEL,1,1,recovery,4,17,17.1,Y,Y,50,73
MEL,1,1,recovery,1,20,20,Y,Y,31,19
MEL,1,1,recovery,2,20,20,Y,Y,60,66
MEL,1,1,recovery,3,20,20,Y,Y,55,63
MEL,1,1,recovery,4,20,20,Y,Y,43,47
MEL,1,1,recovery,1,23,23.4,Y,Y,72,64
MEL,1,1,recovery,2,23,23.4,Y,Y,1,0
MEL,1,1,recovery,3,23,23.4,Y,Y,60,66
MEL,1,1,recovery,4,23,23.4,Y,Y,65,42
MEL,1,1,recovery,1,26,26.4,Y,Y,62,70
MEL,1,1,recovery,2,26,26.4,Y,Y,73,69
MEL,1,1,recovery,3,26,26.4,Y,Y,70,68
MEL,1,1,recovery,4,26,26.4,Y,Y,57,48
MEL,1,1,recovery,1,29,29.2,Y,Y,76,68
MEL,1,1,recovery,2,29,29.2,Y,Y,25,23
MEL,1,1,recovery,3,29,29.2,Y,Y,56,61
MEL,1,1,recovery,4,29,29.2,Y,Y,45,41
MEL,1,1,recovery,1,32,31.9,Y,Y,5,1
MEL,1,1,recovery,2,32,31.9,Y,Y,1,0
MEL,1,1,recovery,3,32,31.9,Y,Y,1,1
MEL,1,1,recovery,4,32,31.9,Y,N,0,0
PSA,1,2,day_1_2,1,14,13.8,N,N,0,0
PSA,1,2,day_1_2,2,14,13.8,N,N,0,0
PSA,1,2,day_1_2,3,14,13.8,N,N,0,0
PSA,1,2,day_1_2,4,14,13.8,N,N,0,0
PSA,1,2,day_1_2,1,17,17.1,N,N,0,0
PSA,1,2,day_1_2,2,17,17.1,N,N,0,0
PSA,1,2,day_1_2,3,17,17.1,N,N,0,0
PSA,1,2,day_1_2,4,17,17.1,N,N,0,0
PSA,1,2,day_1_2,1,20,20,Y,Y,2,0
PSA,1,2,day_1_2,2,20,20,Y,Y,0,1
PSA,1,2,day_1_2,3,20,20,N,N,0,0
PSA,1,2,day_1_2,4,20,20,Y,Y,1,1
PSA,1,2,day_1_2,1,23,23.4,Y,Y,2,3
PSA,1,2,day_1_2,2,23,23.4,Y,Y,4,10
PSA,1,2,day_1_2,3,23,23.4,Y,Y,4,4
PSA,1,2,day_1_2,4,23,23.4,Y,Y,1,5
PSA,1,2,day_1_2,1,26,26.4,Y,Y,22,24
PSA,1,2,day_1_2,2,26,26.4,Y,Y,15,12
PSA,1,2,day_1_2,3,26,26.4,Y,Y,19,9
PSA,1,2,day_1_2,4,26,26.4,Y,Y,5,11
PSA,1,2,day_1_2,1,29,29.2,N,N,0,0
PSA,1,2,day_1_2,2,29,29.2,Y,Y,0,2
PSA,1,2,day_1_2,3,29,29.2,Y,Y,4,2
PSA,1,2,day_1_2,4,29,29.2,Y,Y,0,0
PSA,1,2,day_1_2,1,32,31.9,N,N,0,0
PSA,1,2,day_1_2,2,32,31.9,N,N,0,0
PSA,1,2,day_1_2,3,32,31.9,N,N,0,0
PSA,1,2,day_1_2,4,32,31.9,N,N,0,0
PSA,1,2,day_7_8,1,14,13.8,N,N,0,0
PSA,1,2,day_7_8,2,14,13.8,N,N,0,0
PSA,1,2,day_7_8,3,14,13.8,N,N,0,0
PSA,1,2,day_7_8,4,14,13.8,N,N,0,0
PSA,1,2,day_7_8,1,17,17.1,N,N,0,0
PSA,1,2,day_7_8,2,17,17.1,Y,Y,1,4
PSA,1,2,day_7_8,3,17,17.1,N,N,0,0
PSA,1,2,day_7_8,4,17,17.1,Y,Y,2,3
PSA,1,2,day_7_8,1,20,20,Y,Y,10,13
PSA,1,2,day_7_8,2,20,20,Y,Y,10,23
PSA,1,2,day_7_8,3,20,20,Y,Y,13,13
PSA,1,2,day_7_8,4,20,20,Y,Y,12,10
PSA,1,2,day_7_8,1,23,23.4,Y,Y,7,14
PSA,1,2,day_7_8,2,23,23.4,Y,Y,34,25
PSA,1,2,day_7_8,3,23,23.4,Y,Y,24,28
PSA,1,2,day_7_8,4,23,23.4,Y,Y,35,35
PSA,1,2,day_7_8,1,26,26.4,Y,Y,41,30
PSA,1,2,day_7_8,2,26,26.4,Y,Y,19,22
PSA,1,2,day_7_8,3,26,26.4,Y,Y,20,19
PSA,1,2,day_7_8,4,26,26.4,Y,Y,34,53
PSA,1,2,day_7_8,1,29,29.2,N,N,0,0
PSA,1,2,day_7_8,2,29,29.2,N,N,0,0
PSA,1,2,day_7_8,3,29,29.2,N,N,0,0
PSA,1,2,day_7_8,4,29,29.2,N,N,0,0
PSA,1,2,day_7_8,1,32,31.9,N,N,0,0
PSA,1,2,day_7_8,2,32,31.9,N,N,0,0
PSA,1,2,day_7_8,3,32,31.9,N,N,0,0
PSA,1,2,day_7_8,4,32,31.9,N,N,0,0
PSA,1,2,recovery,1,14,13.8,Y,Y,39,35
PSA,1,2,recovery,2,14,13.8,Y,Y,30,42
PSA,1,2,recovery,3,14,13.8,Y,Y,38,37
PSA,1,2,recovery,4,14,13.8,Y,Y,41,36
PSA,1,2,recovery,1,17,17.1,Y,Y,50,55
PSA,1,2,recovery,2,17,17.1,Y,Y,44,45
PSA,1,2,recovery,3,17,17.1,Y,Y,48,59
PSA,1,2,recovery,4,17,17.1,Y,Y,50,73
PSA,1,2,recovery,1,20,20,Y,Y,26,32
PSA,1,2,recovery,2,20,20,Y,Y,41,36
PSA,1,2,recovery,3,20,20,Y,Y,43,41
PSA,1,2,recovery,4,20,20,Y,Y,39,36
PSA,1,2,recovery,1,23,23.4,Y,Y,15,17
PSA,1,2,recovery,2,23,23.4,Y,Y,55,45
PSA,1,2,recovery,3,23,23.4,Y,Y,44,47
PSA,1,2,recovery,4,23,23.4,Y,Y,47,55
PSA,1,2,recovery,1,26,26.4,Y,Y,47,47
PSA,1,2,recovery,2,26,26.4,Y,Y,32,25
PSA,1,2,recovery,3,26,26.4,Y,Y,23,26
PSA,1,2,recovery,4,26,26.4,Y,Y,32,33
PSA,1,2,recovery,1,29,29.2,Y,Y,3,3
PSA,1,2,recovery,2,29,29.2,N,N,0,0
PSA,1,2,recovery,3,29,29.2,N,N,0,0
PSA,1,2,recovery,4,29,29.2,N,N,0,0
PSA,1,2,recovery,1,32,31.9,N,N,0,0
PSA,1,2,recovery,2,32,31.9,N,N,0,0
PSA,1,2,recovery,3,32,31.9,N,N,0,0
PSA,1,2,recovery,4,32,31.9,N,N,0,0
BUN,1,3,day_1_2,1,14,13.8,N,N,0,0
BUN,1,3,day_1_2,2,14,13.8,N,N,0,0
BUN,1,3,day_1_2,3,14,13.8,N,N,0,0
BUN,1,3,day_1_2,4,14,13.8,N,N,0,0
BUN,1,3,day_1_2,1,17,17.1,Y,Y,1,1
BUN,1,3,day_1_2,2,17,17.1,Y,Y,3,1
BUN,1,3,day_1_2,3,17,17.1,Y,Y,1,1
BUN,1,3,day_1_2,4,17,17.1,Y,Y,0,2
BUN,1,3,day_1_2,1,20,20,Y,Y,12,7
BUN,1,3,day_1_2,2,20,20,Y,Y,22,19
BUN,1,3,day_1_2,3,20,20,Y,Y,16,17
BUN,1,3,day_1_2,4,20,20,Y,Y,14,13
BUN,1,3,day_1_2,1,23,23.4,Y,Y,13,20
BUN,1,3,day_1_2,2,23,23.4,Y,Y,23,43
BUN,1,3,day_1_2,3,23,23.4,Y,Y,25,28
BUN,1,3,day_1_2,4,23,23.4,Y,Y,23,21
BUN,1,3,day_1_2,1,26,26.4,Y,Y,15,14
BUN,1,3,day_1_2,2,26,26.4,Y,Y,26,17
BUN,1,3,day_1_2,3,26,26.4,Y,Y,20,17
BUN,1,3,day_1_2,4,26,26.4,Y,Y,24,28
BUN,1,3,day_1_2,1,29,29.2,Y,Y,3,6
BUN,1,3,day_1_2,2,29,29.2,Y,Y,14,11
BUN,1,3,day_1_2,3,29,29.2,Y,Y,7,3
BUN,1,3,day_1_2,4,29,29.2,Y,Y,4,4
BUN,1,3,day_1_2,1,32,31.9,N,N,0,0
BUN,1,3,day_1_2,2,32,31.9,N,N,0,0
BUN,1,3,day_1_2,3,32,31.9,N,N,0,0
BUN,1,3,day_1_2,4,32,31.9,N,N,0,0
BUN,1,3,day_7_8,1,14,13.8,N,N,0,0
BUN,1,3,day_7_8,2,14,13.8,N,N,0,0
BUN,1,3,day_7_8,3,14,13.8,N,N,0,0
BUN,1,3,day_7_8,4,14,13.8,N,N,0,0
BUN,1,3,day_7_8,1,17,17.1,Y,Y,5,7
BUN,1,3,day_7_8,2,17,17.1,Y,Y,3,6
BUN,1,3,day_7_8,3,17,17.1,Y,Y,4,5
BUN,1,3,day_7_8,4,17,17.1,Y,Y,15,16
BUN,1,3,day_7_8,1,20,20,Y,Y,21,17
BUN,1,3,day_7_8,2,20,20,Y,Y,20,14
BUN,1,3,day_7_8,3,20,20,Y,Y,19,32
BUN,1,3,day_7_8,4,20,20,Y,Y,32,24
BUN,1,3,day_7_8,1,23,23.4,Y,Y,15,16
BUN,1,3,day_7_8,2,23,23.4,Y,Y,21,24
BUN,1,3,day_7_8,3,23,23.4,Y,Y,34,21
BUN,1,3,day_7_8,4,23,23.4,Y,Y,29,32
BUN,1,3,day_7_8,1,26,26.4,Y,Y,8,11
BUN,1,3,day_7_8,2,26,26.4,Y,Y,15,17
BUN,1,3,day_7_8,3,26,26.4,Y,Y,13,16
BUN,1,3,day_7_8,4,26,26.4,Y,Y,7,12
BUN,1,3,day_7_8,1,29,29.2,N,N,0,0
BUN,1,3,day_7_8,2,29,29.2,N,N,0,0
BUN,1,3,day_7_8,3,29,29.2,N,N,0,0
BUN,1,3,day_7_8,4,29,29.2,N,N,0,0
BUN,1,3,day_7_8,1,32,31.9,N,N,0,0
BUN,1,3,day_7_8,2,32,31.9,N,N,0,0
BUN,1,3,day_7_8,3,32,31.9,N,N,0,0
BUN,1,3,day_7_8,4,32,31.9,N,N,0,0
BUN,1,3,recovery,1,14,13.8,Y,Y,36,39
BUN,1,3,recovery,2,14,13.8,Y,Y,47,31
BUN,1,3,recovery,3,14,13.8,Y,Y,11,14
BUN,1,3,recovery,4,14,13.8,Y,Y,33,50
BUN,1,3,recovery,1,17,17.1,Y,Y,33,40
BUN,1,3,recovery,2,17,17.1,Y,Y,47,44
BUN,1,3,recovery,3,17,17.1,Y,Y,39,36
BUN,1,3,recovery,4,17,17.1,Y,Y,49,52
BUN,1,3,recovery,1,20,20,Y,Y,52,53
BUN,1,3,recovery,2,20,20,Y,Y,41,37
BUN,1,3,recovery,3,20,20,Y,Y,53,57
BUN,1,3,recovery,4,20,20,Y,Y,51,61
BUN,1,3,recovery,1,23,23.4,Y,Y,34,37
BUN,1,3,recovery,2,23,23.4,Y,Y,45,57
BUN,1,3,recovery,3,23,23.4,Y,Y,44,54
BUN,1,3,recovery,4,23,23.4,Y,Y,48,44
BUN,1,3,recovery,1,26,26.4,Y,Y,21,27
BUN,1,3,recovery,2,26,26.4,Y,Y,37,45
BUN,1,3,recovery,3,26,26.4,Y,Y,40,30
BUN,1,3,recovery,4,26,26.4,Y,Y,42,34
BUN,1,3,recovery,1,29,29.2,Y,Y,0,0
BUN,1,3,recovery,2,29,29.2,Y,Y,0,0
BUN,1,3,recovery,3,29,29.2,N,N,0,0
BUN,1,3,recovery,4,29,29.2,Y,Y,0,0
BUN,1,3,recovery,1,32,31.9,N,N,0,0
BUN,1,3,recovery,2,32,31.9,N,N,0,0
BUN,1,3,recovery,3,32,31.9,N,N,0,0
BUN,1,3,recovery,4,32,31.9,N,N,0,0
SIM,1,4,day_1_2,1,14,13.8,Y,Y,0,1
SIM,1,4,day_1_2,2,14,13.8,N,N,0,0
SIM,1,4,day_1_2,3,14,13.8,Y,Y,2,0
SIM,1,4,day_1_2,4,14,13.8,Y,Y,1,1
SIM,1,4,day_1_2,1,17,17.1,Y,Y,11,11
SIM,1,4,day_1_2,2,17,17.1,Y,Y,10,16
SIM,1,4,day_1_2,3,17,17.1,Y,Y,3,6
SIM,1,4,day_1_2,4,17,17.1,Y,Y,8,3
SIM,1,4,day_1_2,1,20,20,Y,Y,14,20
SIM,1,4,day_1_2,2,20,20,Y,Y,17,19
SIM,1,4,day_1_2,3,20,20,Y,Y,24,19
SIM,1,4,day_1_2,4,20,20,Y,Y,8,10
SIM,1,4,day_1_2,1,23,23.4,Y,Y,40,40
SIM,1,4,day_1_2,2,23,23.4,Y,Y,15,15
SIM,1,4,day_1_2,3,23,23.4,Y,Y,24,30
SIM,1,4,day_1_2,4,23,23.4,Y,Y,39,33
SIM,1,4,day_1_2,1,26,26.4,Y,Y,40,21
SIM,1,4,day_1_2,2,26,26.4,Y,Y,32,39
SIM,1,4,day_1_2,3,26,26.4,Y,Y,40,29
SIM,1,4,day_1_2,4,26,26.4,Y,Y,40,30
SIM,1,4,day_1_2,1,29,29.2,Y,Y,27,23
SIM,1,4,day_1_2,2,29,29.2,Y,Y,28,18
SIM,1,4,day_1_2,3,29,29.2,Y,Y,29,21
SIM,1,4,day_1_2,4,29,29.2,Y,Y,22,14
SIM,1,4,day_1_2,1,32,31.9,Y,N,0,0
SIM,1,4,day_1_2,2,32,31.9,Y,N,0,0
SIM,1,4,day_1_2,3,32,31.9,Y,N,0,0
SIM,1,4,day_1_2,4,32,31.9,Y,N,0,0
SIM,1,4,day_7_8,1,14,13.8,Y,Y,3,4
SIM,1,4,day_7_8,2,14,13.8,Y,Y,1,3
SIM,1,4,day_7_8,3,14,13.8,Y,Y,7,9
SIM,1,4,day_7_8,4,14,13.8,Y,Y,5,4
SIM,1,4,day_7_8,1,17,17.1,Y,Y,13,12
SIM,1,4,day_7_8,2,17,17.1,Y,Y,17,20
SIM,1,4,day_7_8,3,17,17.1,Y,Y,16,21
SIM,1,4,day_7_8,4,17,17.1,Y,Y,25,23
SIM,1,4,day_7_8,1,20,20,Y,Y,15,15
SIM,1,4,day_7_8,2,20,20,Y,Y,37,29
SIM,1,4,day_7_8,3,20,20,Y,Y,25,27
SIM,1,4,day_7_8,4,20,20,Y,Y,16,12
SIM,1,4,day_7_8,1,23,23.4,Y,Y,55,59
SIM,1,4,day_7_8,2,23,23.4,Y,Y,45,33
SIM,1,4,day_7_8,3,23,23.4,Y,Y,46,50
SIM,1,4,day_7_8,4,23,23.4,Y,Y,51,42
SIM,1,4,day_7_8,1,26,26.4,Y,Y,45,42
SIM,1,4,day_7_8,2,26,26.4,Y,Y,24,39
SIM,1,4,day_7_8,3,26,26.4,Y,Y,45,37
SIM,1,4,day_7_8,4,26,26.4,Y,Y,51,50
SIM,1,4,day_7_8,1,29,29.2,Y,Y,26,32
SIM,1,4,day_7_8,2,29,29.2,Y,Y,19,23
SIM,1,4,day_7_8,3,29,29.2,Y,Y,20,20
SIM,1,4,day_7_8,4,29,29.2,Y,Y,26,31
SIM,1,4,day_7_8,1,32,31.9,N,N,0,0
SIM,1,4,day_7_8,2,32,31.9,N,N,0,0
SIM,1,4,day_7_8,3,32,31.9,N,N,0,0
SIM,1,4,day_7_8,4,32,31.9,N,N,0,0
SIM,1,4,recovery,1,14,13.8,Y,Y,22,34
SIM,1,4,recovery,2,14,13.8,Y,Y,40,50
SIM,1,4,recovery,3,14,13.8,Y,Y,43,43
SIM,1,4,recovery,4,14,13.8,Y,Y,28,30
SIM,1,4,recovery,1,17,17.1,Y,Y,28,25
SIM,1,4,recovery,2,17,17.1,Y,Y,12,15
SIM,1,4,recovery,3,17,17.1,Y,Y,37,45
SIM,1,4,recovery,4,17,17.1,Y,Y,27,35
SIM,1,4,recovery,1,20,20,Y,Y,23,30
SIM,1,4,recovery,2,20,20,Y,Y,33,31
SIM,1,4,recovery,3,20,20,Y,Y,47,38
SIM,1,4,recovery,4,20,20,Y,Y,25,20
SIM,1,4,recovery,1,23,23.4,Y,Y,42,52
SIM,1,4,recovery,2,23,23.4,Y,Y,54,49
SIM,1,4,recovery,3,23,23.4,Y,Y,56,60
SIM,1,4,recovery,4,23,23.4,Y,Y,NA,NA
SIM,1,4,recovery,1,26,26.4,Y,Y,47,44
SIM,1,4,recovery,2,26,26.4,Y,Y,58,51
SIM,1,4,recovery,3,26,26.4,Y,Y,60,60
SIM,1,4,recovery,4,26,26.4,Y,Y,64,54
SIM,1,4,recovery,1,29,29.2,Y,Y,54,58
SIM,1,4,recovery,2,29,29.2,Y,Y,50,46
SIM,1,4,recovery,3,29,29.2,Y,Y,82,65
SIM,1,4,recovery,4,29,29.2,Y,Y,48,56
SIM,1,4,recovery,1,32,31.9,N,N,0,0
SIM,1,4,recovery,2,32,31.9,N,N,0,0
SIM,1,4,recovery,3,32,31.9,N,N,0,0
SIM,1,4,recovery,4,32,31.9,Y,Y,1,0
PAL,1,5,day_1_2,1,14,13.8,N,N,0,0
PAL,1,5,day_1_2,2,14,13.8,N,N,0,0
PAL,1,5,day_1_2,3,14,13.8,N,N,0,0
PAL,1,5,day_1_2,4,14,13.8,N,N,0,0
PAL,1,5,day_1_2,1,17,17.1,Y,N,0,0
PAL,1,5,day_1_2,2,17,17.1,Y,N,0,0
PAL,1,5,day_1_2,3,17,17.1,N,N,0,0
PAL,1,5,day_1_2,4,17,17.1,N,N,0,0
PAL,1,5,day_1_2,1,20,20,Y,Y,4,6
PAL,1,5,day_1_2,2,20,20,N,N,0,0
PAL,1,5,day_1_2,3,20,20,N,N,0,0
PAL,1,5,day_1_2,4,20,20,N,N,0,0
PAL,1,5,day_1_2,1,23,23.4,Y,Y,17,17
PAL,1,5,day_1_2,2,23,23.4,Y,Y,22,14
PAL,1,5,day_1_2,3,23,23.4,Y,Y,17,11
PAL,1,5,day_1_2,4,23,23.4,Y,Y,25,30
PAL,1,5,day_1_2,1,26,26.4,Y,Y,22,21
PAL,1,5,day_1_2,2,26,26.4,Y,Y,22,13
PAL,1,5,day_1_2,3,26,26.4,Y,Y,12,25
PAL,1,5,day_1_2,4,26,26.4,Y,Y,28,20
PAL,1,5,day_1_2,1,29,29.2,Y,Y,2,0
PAL,1,5,day_1_2,2,29,29.2,Y,Y,1,0
PAL,1,5,day_1_2,3,29,29.2,Y,Y,1,1
PAL,1,5,day_1_2,4,29,29.2,Y,Y,0,0
PAL,1,5,day_1_2,1,32,31.9,N,N,0,0
PAL,1,5,day_1_2,2,32,31.9,N,N,0,0
PAL,1,5,day_1_2,3,32,31.9,N,N,0,0
PAL,1,5,day_1_2,4,32,31.9,N,N,0,0
PAL,1,5,day_7_8,1,14,13.8,N,N,0,0
PAL,1,5,day_7_8,2,14,13.8,N,N,0,0
PAL,1,5,day_7_8,3,14,13.8,N,N,0,0
PAL,1,5,day_7_8,4,14,13.8,N,N,0,0
PAL,1,5,day_7_8,1,17,17.1,N,N,0,0
PAL,1,5,day_7_8,2,17,17.1,Y,Y,3,3
PAL,1,5,day_7_8,3,17,17.1,N,N,0,0
PAL,1,5,day_7_8,4,17,17.1,Y,Y,4,4
PAL,1,5,day_7_8,1,20,20,Y,Y,27,20
PAL,1,5,day_7_8,2,20,20,N,N,21,26
PAL,1,5,day_7_8,3,20,20,N,N,11,11
PAL,1,5,day_7_8,4,20,20,N,N,0,0
PAL,1,5,day_7_8,1,23,23.4,Y,Y,26,29
PAL,1,5,day_7_8,2,23,23.4,Y,Y,41,27
PAL,1,5,day_7_8,3,23,23.4,Y,Y,42,18
