sp,round,pos,period,rep,temp,temp.corr,EL,pupa,adultF,adultM
PAL,1,5,day_7_8,4,23,23.4,Y,Y,44,29
PAL,1,5,day_7_8,1,26,26.4,Y,Y,37,21
PAL,1,5,day_7_8,2,26,26.4,Y,Y,28,34
PAL,1,5,day_7_8,3,26,26.4,Y,Y,9,12
PAL,1,5,day_7_8,4,26,26.4,Y,Y,19,21
PAL,1,5,day_7_8,1,29,29.2,N,N,0,0
PAL,1,5,day_7_8,2,29,29.2,N,N,0,0
PAL,1,5,day_7_8,3,29,29.2,N,N,0,0
PAL,1,5,day_7_8,4,29,29.2,N,N,0,0
PAL,1,5,day_7_8,1,32,31.9,N,N,0,0
PAL,1,5,day_7_8,2,32,31.9,N,N,0,0
PAL,1,5,day_7_8,3,32,31.9,N,N,0,0
PAL,1,5,day_7_8,4,32,31.9,N,N,0,0
PAL,1,5,recovery,1,14,13.8,Y,Y,40,58
PAL,1,5,recovery,2,14,13.8,Y,Y,46,45
PAL,1,5,recovery,3,14,13.8,Y,Y,32,33
PAL,1,5,recovery,4,14,13.8,Y,Y,38,44
PAL,1,5,recovery,1,17,17.1,Y,Y,39,48
PAL,1,5,recovery,2,17,17.1,Y,Y,39,55
PAL,1,5,recovery,3,17,17.1,Y,Y,48,47
PAL,1,5,recovery,4,17,17.1,Y,Y,34,49
PAL,1,5,recovery,1,20,20,Y,Y,43,54
PAL,1,5,recovery,2,20,20,Y,Y,52,51
PAL,1,5,recovery,3,20,20,Y,Y,26,41
PAL,1,5,recovery,4,20,20,Y,Y,2,1
PAL,1,5,recovery,1,23,23.4,Y,Y,50,51
PAL,1,5,recovery,2,23,23.4,Y,Y,46,27
PAL,1,5,recovery,3,23,23.4,Y,Y,51,44
PAL,1,5,recovery,4,23,23.4,Y,Y,49,44
PAL,1,5,recovery,1,26,26.4,Y,Y,52,60
PAL,1,5,recovery,2,26,26.4,Y,Y,36,40
PAL,1,5,recovery,3,26,26.4,Y,Y,46,47
PAL,1,5,recovery,4,26,26.4,Y,Y,47,46
PAL,1,5,recovery,1,29,29.2,N,N,0,0
PAL,1,5,recovery,2,29,29.2,N,N,0,0
PAL,1,5,recovery,3,29,29.2,N,N,0,0
PAL,1,5,recovery,4,29,29.2,N,N,0,0
PAL,1,5,recovery,1,32,31.9,N,N,0,0
PAL,1,5,recovery,2,32,31.9,N,N,0,0
PAL,1,5,recovery,3,32,31.9,N,N,0,0
PAL,1,5,recovery,4,32,31.9,N,N,0,0
BIP,1,6,day_1_2,1,14,13.8,N,N,0,0
BIP,1,6,day_1_2,2,14,13.8,N,N,0,0
BIP,1,6,day_1_2,3,14,13.8,N,N,0,0
BIP,1,6,day_1_2,4,14,13.8,N,N,0,0
BIP,1,6,day_1_2,1,17,17.1,N,N,0,0
BIP,1,6,day_1_2,2,17,17.1,N,N,0,0
BIP,1,6,day_1_2,3,17,17.1,N,N,0,0
BIP,1,6,day_1_2,4,17,17.1,N,N,0,0
BIP,1,6,day_1_2,1,20,20,Y,Y,8,15
BIP,1,6,day_1_2,2,20,20,Y,Y,15,22
BIP,1,6,day_1_2,3,20,20,Y,Y,9,11
BIP,1,6,day_1_2,4,20,20,Y,Y,10,12
BIP,1,6,day_1_2,1,23,23.4,Y,Y,33,35
BIP,1,6,day_1_2,2,23,23.4,Y,Y,37,40
BIP,1,6,day_1_2,3,23,23.4,Y,Y,21,29
BIP,1,6,day_1_2,4,23,23.4,Y,Y,34,24
BIP,1,6,day_1_2,1,26,26.4,Y,Y,20,25
BIP,1,6,day_1_2,2,26,26.4,Y,Y,26,27
BIP,1,6,day_1_2,3,26,26.4,Y,Y,36,26
BIP,1,6,day_1_2,4,26,26.4,Y,Y,31,32
BIP,1,6,day_1_2,1,29,29.2,Y,Y,8,12
BIP,1,6,day_1_2,2,29,29.2,Y,Y,10,8
BIP,1,6,day_1_2,3,29,29.2,Y,Y,13,10
BIP,1,6,day_1_2,4,29,29.2,Y,Y,11,13
BIP,1,6,day_1_2,1,32,31.9,Y,Y,0,0
BIP,1,6,day_1_2,2,32,31.9,Y,Y,0,0
BIP,1,6,day_1_2,3,32,31.9,Y,Y,0,0
BIP,1,6,day_1_2,4,32,31.9,Y,Y,0,0
BIP,1,6,day_7_8,1,14,13.8,N,N,0,0
BIP,1,6,day_7_8,2,14,13.8,N,N,0,0
BIP,1,6,day_7_8,3,14,13.8,N,N,0,0
BIP,1,6,day_7_8,4,14,13.8,N,N,0,0
BIP,1,6,day_7_8,1,17,17.1,Y,Y,1,1
BIP,1,6,day_7_8,2,17,17.1,Y,Y,6,3
BIP,1,6,day_7_8,3,17,17.1,Y,Y,7,8
BIP,1,6,day_7_8,4,17,17.1,Y,Y,8,5
BIP,1,6,day_7_8,1,20,20,Y,Y,16,17
BIP,1,6,day_7_8,2,20,20,Y,Y,16,23
BIP,1,6,day_7_8,3,20,20,Y,Y,18,17
BIP,1,6,day_7_8,4,20,20,Y,Y,11,19
BIP,1,6,day_7_8,1,23,23.4,Y,Y,51,52
BIP,1,6,day_7_8,2,23,23.4,Y,Y,37,48
BIP,1,6,day_7_8,3,23,23.4,Y,Y,61,58
BIP,1,6,day_7_8,4,23,23.4,Y,Y,42,34
BIP,1,6,day_7_8,1,26,26.4,Y,Y,47,56
BIP,1,6,day_7_8,2,26,26.4,Y,Y,48,30
BIP,1,6,day_7_8,3,26,26.4,Y,Y,9,5
BIP,1,6,day_7_8,4,26,26.4,Y,Y,36,62
BIP,1,6,day_7_8,1,29,29.2,N,N,0,0
BIP,1,6,day_7_8,2,29,29.2,Y,Y,1,0
BIP,1,6,day_7_8,3,29,29.2,N,N,0,0
BIP,1,6,day_7_8,4,29,29.2,Y,Y,1,0
BIP,1,6,day_7_8,1,32,31.9,N,N,0,0
BIP,1,6,day_7_8,2,32,31.9,N,N,0,0
BIP,1,6,day_7_8,3,32,31.9,N,N,0,0
BIP,1,6,day_7_8,4,32,31.9,N,N,0,0
BIP,1,6,recovery,1,14,13.8,Y,Y,44,58
BIP,1,6,recovery,2,14,13.8,Y,Y,40,48
BIP,1,6,recovery,3,14,13.8,Y,Y,5,11
BIP,1,6,recovery,4,14,13.8,Y,Y,9,13
BIP,1,6,recovery,1,17,17.1,Y,Y,35,29
BIP,1,6,recovery,2,17,17.1,Y,Y,38,43
BIP,1,6,recovery,3,17,17.1,Y,Y,27,42
BIP,1,6,recovery,4,17,17.1,Y,Y,36,50
BIP,1,6,recovery,1,20,20,Y,Y,32,35
BIP,1,6,recovery,2,20,20,Y,Y,46,60
BIP,1,6,recovery,3,20,20,Y,Y,46,44
BIP,1,6,recovery,4,20,20,Y,Y,32,54
BIP,1,6,recovery,1,23,23.4,Y,Y,53,50
BIP,1,6,recovery,2,23,23.4,Y,Y,75,59
BIP,1,6,recovery,3,23,23.4,Y,Y,64,58
BIP,1,6,recovery,4,23,23.4,Y,Y,46,45
BIP,1,6,recovery,1,26,26.4,Y,Y,50,40
BIP,1,6,recovery,2,26,26.4,Y,Y,29,37
BIP,1,6,recovery,3,26,26.4,Y,Y,21,14
BIP,1,6,recovery,4,26,26.4,Y,Y,43,41
BIP,1,6,recovery,1,29,29.2,N,N,0,0
BIP,1,6,recovery,2,29,29.2,Y,Y,37,35
BIP,1,6,recovery,3,29,29.2,Y,Y,27,17
BIP,1,6,recovery,4,29,29.2,Y,Y,11,21
BIP,1,6,recovery,1,32,31.9,N,N,0,0
BIP,1,6,recovery,2,32,31.9,N,N,0,0
BIP,1,6,recovery,3,32,31.9,N,N,0,0
BIP,1,6,recovery,4,32,31.9,N,N,0,0
bir,1,7,day_1_2,1,14,13.8,N,N,0,0
bir,1,7,day_1_2,2,14,13.8,N,N,0,0
bir,1,7,day_1_2,3,14,13.8,N,N,0,0
bir,1,7,day_1_2,4,14,13.8,N,N,0,0
bir,1,7,day_1_2,1,17,17.1,Y,Y,4,7
bir,1,7,day_1_2,2,17,17.1,Y,Y,9,4
bir,1,7,day_1_2,3,17,17.1,Y,Y,4,3
bir,1,7,day_1_2,4,17,17.1,Y,Y,1,4
bir,1,7,day_1_2,1,20,20,Y,Y,11,10
bir,1,7,day_1_2,2,20,20,Y,Y,9,14
bir,1,7,day_1_2,3,20,20,Y,Y,19,16
bir,1,7,day_1_2,4,20,20,Y,Y,18,10
bir,1,7,day_1_2,1,23,23.4,Y,Y,17,19
bir,1,7,day_1_2,2,23,23.4,Y,Y,21,20
bir,1,7,day_1_2,3,23,23.4,Y,Y,21,15
bir,1,7,day_1_2,4,23,23.4,Y,Y,20,23
bir,1,7,day_1_2,1,26,26.4,Y,Y,14,14
bir,1,7,day_1_2,2,26,26.4,Y,Y,10,9
bir,1,7,day_1_2,3,26,26.4,Y,Y,16,19
bir,1,7,day_1_2,4,26,26.4,Y,Y,24,23
bir,1,7,day_1_2,1,29,29.2,Y,Y,0,0
bir,1,7,day_1_2,2,29,29.2,Y,Y,3,3
bir,1,7,day_1_2,3,29,29.2,Y,Y,1,0
bir,1,7,day_1_2,4,29,29.2,Y,Y,0,0
bir,1,7,day_1_2,1,32,31.9,N,N,0,0
bir,1,7,day_1_2,2,32,31.9,N,N,0,0
bir,1,7,day_1_2,3,32,31.9,N,N,0,0
bir,1,7,day_1_2,4,32,31.9,N,N,0,0
bir,1,7,day_7_8,1,14,13.8,N,N,0,0
bir,1,7,day_7_8,2,14,13.8,N,N,0,0
bir,1,7,day_7_8,3,14,13.8,Y,Y,1,0
bir,1,7,day_7_8,4,14,13.8,Y,Y,1,0
bir,1,7,day_7_8,1,17,17.1,Y,Y,6,8
bir,1,7,day_7_8,2,17,17.1,Y,Y,17,11
bir,1,7,day_7_8,3,17,17.1,Y,Y,8,4
bir,1,7,day_7_8,4,17,17.1,Y,Y,11,5
bir,1,7,day_7_8,1,20,20,Y,Y,21,14
bir,1,7,day_7_8,2,20,20,Y,Y,18,15
bir,1,7,day_7_8,3,20,20,Y,Y,13,18
bir,1,7,day_7_8,4,20,20,Y,Y,16,11
bir,1,7,day_7_8,1,23,23.4,Y,Y,32,36
bir,1,7,day_7_8,2,23,23.4,Y,Y,30,25
bir,1,7,day_7_8,3,23,23.4,Y,Y,35,28
bir,1,7,day_7_8,4,23,23.4,Y,Y,26,34
bir,1,7,day_7_8,1,26,26.4,Y,Y,8,10
bir,1,7,day_7_8,2,26,26.4,Y,Y,15,7
bir,1,7,day_7_8,3,26,26.4,Y,Y,22,22
bir,1,7,day_7_8,4,26,26.4,Y,Y,6,14
bir,1,7,day_7_8,1,29,29.2,N,N,0,0
bir,1,7,day_7_8,2,29,29.2,N,N,0,0
bir,1,7,day_7_8,3,29,29.2,N,N,0,0
bir,1,7,day_7_8,4,29,29.2,N,N,0,0
bir,1,7,day_7_8,1,32,31.9,N,N,0,0
bir,1,7,day_7_8,2,32,31.9,N,N,0,0
bir,1,7,day_7_8,3,32,31.9,N,N,0,0
bir,1,7,day_7_8,4,32,31.9,N,N,0,0
bir,1,7,recovery,1,14,13.8,Y,Y,48,44
bir,1,7,recovery,2,14,13.8,Y,Y,28,28
bir,1,7,recovery,3,14,13.8,Y,Y,44,44
bir,1,7,recovery,4,14,13.8,Y,Y,34,28
bir,1,7,recovery,1,17,17.1,Y,Y,42,29
bir,1,7,recovery,2,17,17.1,Y,Y,27,43
bir,1,7,recovery,3,17,17.1,Y,Y,45,38
bir,1,7,recovery,4,17,17.1,Y,Y,28,38
bir,1,7,recovery,1,20,20,Y,Y,56,51
bir,1,7,recovery,2,20,20,Y,Y,45,51
bir,1,7,recovery,3,20,20,Y,Y,40,42
bir,1,7,recovery,4,20,20,Y,Y,53,49
bir,1,7,recovery,1,23,23.4,Y,Y,48,41
bir,1,7,recovery,2,23,23.4,Y,Y,43,48
bir,1,7,recovery,3,23,23.4,Y,Y,50,52
bir,1,7,recovery,4,23,23.4,Y,Y,71,54
bir,1,7,recovery,1,26,26.4,Y,Y,36,33
bir,1,7,recovery,2,26,26.4,Y,Y,35,38
bir,1,7,recovery,3,26,26.4,Y,Y,54,44
bir,1,7,recovery,4,26,26.4,Y,Y,49,53
bir,1,7,recovery,1,29,29.2,N,N,0,0
bir,1,7,recovery,2,29,29.2,N,N,0,0
bir,1,7,recovery,3,29,29.2,Y,N,0,0
bir,1,7,recovery,4,29,29.2,N,N,0,0
bir,1,7,recovery,1,32,31.9,N,N,0,0
bir,1,7,recovery,2,32,31.9,N,N,0,0
bir,1,7,recovery,3,32,31.9,N,N,0,0
bir,1,7,recovery,4,32,31.9,N,N,0,0
SUL,1,8,day_1_2,1,14,13.8,N,N,0,0
SUL,1,8,day_1_2,2,14,13.8,N,N,0,0
SUL,1,8,day_1_2,3,14,13.8,N,N,0,0
SUL,1,8,day_1_2,4,14,13.8,N,N,0,0
SUL,1,8,day_1_2,1,17,17.1,N,N,0,0
SUL,1,8,day_1_2,2,17,17.1,N,N,0,0
SUL,1,8,day_1_2,3,17,17.1,N,N,0,0
SUL,1,8,day_1_2,4,17,17.1,N,N,0,0
SUL,1,8,day_1_2,1,20,20,Y,Y,1,2
SUL,1,8,day_1_2,2,20,20,Y,Y,17,23
SUL,1,8,day_1_2,3,20,20,Y,Y,7,12
SUL,1,8,day_1_2,4,20,20,Y,Y,0,1
SUL,1,8,day_1_2,1,23,23.4,Y,Y,28,21
SUL,1,8,day_1_2,2,23,23.4,Y,Y,17,17
SUL,1,8,day_1_2,3,23,23.4,Y,Y,21,17
SUL,1,8,day_1_2,4,23,23.4,Y,Y,12,27
SUL,1,8,day_1_2,1,26,26.4,Y,Y,26,17
SUL,1,8,day_1_2,2,26,26.4,Y,Y,18,20
SUL,1,8,day_1_2,3,26,26.4,Y,Y,27,28
SUL,1,8,day_1_2,4,26,26.4,Y,Y,31,25
SUL,1,8,day_1_2,1,29,29.2,Y,Y,14,8
SUL,1,8,day_1_2,2,29,29.2,Y,Y,4,5
SUL,1,8,day_1_2,3,29,29.2,Y,Y,16,15
SUL,1,8,day_1_2,4,29,29.2,Y,Y,3,14
SUL,1,8,day_1_2,1,32,31.9,N,N,0,0
SUL,1,8,day_1_2,2,32,31.9,N,N,0,0
SUL,1,8,day_1_2,3,32,31.9,N,N,0,0
SUL,1,8,day_1_2,4,32,31.9,N,N,0,0
SUL,1,8,day_7_8,1,14,13.8,N,N,0,0
SUL,1,8,day_7_8,2,14,13.8,N,N,0,0
SUL,1,8,day_7_8,3,14,13.8,N,N,0,0
SUL,1,8,day_7_8,4,14,13.8,N,N,0,0
SUL,1,8,day_7_8,1,17,17.1,Y,Y,7,3
SUL,1,8,day_7_8,2,17,17.1,Y,Y,17,12
SUL,1,8,day_7_8,3,17,17.1,Y,Y,18,11
SUL,1,8,day_7_8,4,17,17.1,Y,Y,6,8
SUL,1,8,day_7_8,1,20,20,Y,Y,32,29
SUL,1,8,day_7_8,2,20,20,Y,Y,39,33
SUL,1,8,day_7_8,3,20,20,Y,Y,20,15
SUL,1,8,day_7_8,4,20,20,Y,Y,34,30
SUL,1,8,day_7_8,1,23,23.4,Y,Y,31,30
SUL,1,8,day_7_8,2,23,23.4,Y,Y,23,26
SUL,1,8,day_7_8,3,23,23.4,Y,Y,30,36
SUL,1,8,day_7_8,4,23,23.4,Y,Y,39,43
SUL,1,8,day_7_8,1,26,26.4,Y,Y,20,30
SUL,1,8,day_7_8,2,26,26.4,Y,Y,41,27
SUL,1,8,day_7_8,3,26,26.4,Y,Y,32,38
SUL,1,8,day_7_8,4,26,26.4,Y,Y,43,29
SUL,1,8,day_7_8,1,29,29.2,N,N,0,0
SUL,1,8,day_7_8,2,29,29.2,N,N,0,0
SUL,1,8,day_7_8,3,29,29.2,N,N,0,0
SUL,1,8,day_7_8,4,29,29.2,N,N,0,0
SUL,1,8,day_7_8,1,32,31.9,N,N,0,0
SUL,1,8,day_7_8,2,32,31.9,N,N,0,0
SUL,1,8,day_7_8,3,32,31.9,N,N,0,0
SUL,1,8,day_7_8,4,32,31.9,N,N,0,0
SUL,1,8,recovery,1,14,13.8,Y,Y,38,43
SUL,1,8,recovery,2,14,13.8,Y,Y,26,49
SUL,1,8,recovery,3,14,13.8,Y,Y,41,49
SUL,1,8,recovery,4,14,13.8,Y,Y,51,48
SUL,1,8,recovery,1,17,17.1,Y,Y,48,39
SUL,1,8,recovery,2,17,17.1,Y,Y,42,36
SUL,1,8,recovery,3,17,17.1,Y,Y,34,37
SUL,1,8,recovery,4,17,17.1,Y,Y,50,45
SUL,1,8,recovery,1,20,20,Y,Y,34,34
SUL,1,8,recovery,2,20,20,Y,Y,42,30
SUL,1,8,recovery,3,20,20,Y,Y,43,45
SUL,1,8,recovery,4,20,20,Y,Y,41,48
SUL,1,8,recovery,1,23,23.4,Y,Y,48,44
SUL,1,8,recovery,2,23,23.4,Y,Y,67,47
SUL,1,8,recovery,3,23,23.4,Y,Y,42,38
SUL,1,8,recovery,4,23,23.4,Y,Y,37,45
SUL,1,8,recovery,1,26,26.4,Y,Y,54,47
SUL,1,8,recovery,2,26,26.4,Y,Y,55,45
SUL,1,8,recovery,3,26,26.4,Y,Y,42,40
SUL,1,8,recovery,4,26,26.4,Y,Y,45,40
SUL,1,8,recovery,1,29,29.2,Y,Y,41,40
SUL,1,8,recovery,2,29,29.2,N,N,0,0
SUL,1,8,recovery,3,29,29.2,Y,Y,14,20
SUL,1,8,recovery,4,29,29.2,Y,Y,17,12
SUL,1,8,recovery,1,32,31.9,N,N,0,0
SUL,1,8,recovery,2,32,31.9,N,N,0,0
SUL,1,8,recovery,3,32,31.9,N,N,0,0
SUL,1,8,recovery,4,32,31.9,N,N,0,0
PAN,1,9,day_1_2,1,14,13.8,N,N,0,0
PAN,1,9,day_1_2,2,14,13.8,N,N,0,0
PAN,1,9,day_1_2,3,14,13.8,N,N,0,0
PAN,1,9,day_1_2,4,14,13.8,N,N,0,0
PAN,1,9,day_1_2,1,17,17.1,Y,Y,1,0
PAN,1,9,day_1_2,2,17,17.1,N,N,0,0
PAN,1,9,day_1_2,3,17,17.1,Y,Y,3,1
PAN,1,9,day_1_2,4,17,17.1,N,N,0,0
PAN,1,9,day_1_2,1,20,20,Y,Y,26,24
PAN,1,9,day_1_2,2,20,20,Y,Y,16,14
PAN,1,9,day_1_2,3,20,20,Y,Y,1,6
PAN,1,9,day_1_2,4,20,20,Y,Y,16,28
PAN,1,9,day_1_2,1,23,23.4,Y,Y,34,41
PAN,1,9,day_1_2,2,23,23.4,Y,Y,28,28
PAN,1,9,day_1_2,3,23,23.4,Y,Y,30,33
PAN,1,9,day_1_2,4,23,23.4,Y,Y,40,37
PAN,1,9,day_1_2,1,26,26.4,Y,Y,32,40
PAN,1,9,day_1_2,2,26,26.4,Y,Y,32,22
PAN,1,9,day_1_2,3,26,26.4,Y,Y,37,50
PAN,1,9,day_1_2,4,26,26.4,Y,Y,45,37
PAN,1,9,day_1_2,1,29,29.2,Y,Y,49,31
PAN,1,9,day_1_2,2,29,29.2,Y,Y,7,8
PAN,1,9,day_1_2,3,29,29.2,Y,Y,8,12
PAN,1,9,day_1_2,4,29,29.2,Y,Y,7,2
PAN,1,9,day_1_2,1,32,31.9,Y,Y,0,0
PAN,1,9,day_1_2,2,32,31.9,N,N,0,0
PAN,1,9,day_1_2,3,32,31.9,Y,Y,0,0
PAN,1,9,day_1_2,4,32,31.9,N,N,0,0
PAN,1,9,day_7_8,1,14,13.8,N,N,0,0
PAN,1,9,day_7_8,2,14,13.8,N,N,0,0
PAN,1,9,day_7_8,3,14,13.8,N,N,0,0
PAN,1,9,day_7_8,4,14,13.8,N,N,0,0
PAN,1,9,day_7_8,1,17,17.1,Y,Y,9,7
PAN,1,9,day_7_8,2,17,17.1,Y,Y,7,7
PAN,1,9,day_7_8,3,17,17.1,Y,Y,11,5
PAN,1,9,day_7_8,4,17,17.1,Y,Y,0,5
PAN,1,9,day_7_8,1,20,20,Y,Y,23,22
PAN,1,9,day_7_8,2,20,20,Y,Y,26,26
PAN,1,9,day_7_8,3,20,20,Y,Y,14,21
PAN,1,9,day_7_8,4,20,20,Y,Y,29,42
PAN,1,9,day_7_8,1,23,23.4,Y,Y,38,45
PAN,1,9,day_7_8,2,23,23.4,Y,Y,57,53
PAN,1,9,day_7_8,3,23,23.4,Y,Y,32,44
PAN,1,9,day_7_8,4,23,23.4,Y,Y,56,72
PAN,1,9,day_7_8,1,26,26.4,Y,Y,36,38
PAN,1,9,day_7_8,2,26,26.4,Y,Y,44,45
PAN,1,9,day_7_8,3,26,26.4,Y,Y,40,49
PAN,1,9,day_7_8,4,26,26.4,Y,Y,32,34
PAN,1,9,day_7_8,1,29,29.2,Y,Y,3,2
PAN,1,9,day_7_8,2,29,29.2,N,N,0,0
PAN,1,9,day_7_8,3,29,29.2,N,N,0,0
PAN,1,9,day_7_8,4,29,29.2,N,N,0,0
PAN,1,9,day_7_8,1,32,31.9,N,N,0,0
PAN,1,9,day_7_8,2,32,31.9,N,N,0,0
PAN,1,9,day_7_8,3,32,31.9,N,N,0,0
PAN,1,9,day_7_8,4,32,31.9,N,N,0,0
PAN,1,9,recovery,1,14,13.8,Y,Y,40,38
PAN,1,9,recovery,2,14,13.8,Y,Y,38,29
PAN,1,9,recovery,3,14,13.8,N,N,0,0
PAN,1,9,recovery,4,14,13.8,Y,Y,37,48
PAN,1,9,recovery,1,17,17.1,Y,Y,32,33
PAN,1,9,recovery,2,17,17.1,Y,Y,47,58
PAN,1,9,recovery,3,17,17.1,Y,Y,24,46
PAN,1,9,recovery,4,17,17.1,Y,Y,43,40
PAN,1,9,recovery,1,20,20,Y,Y,34,39
PAN,1,9,recovery,2,20,20,Y,Y,44,34
PAN,1,9,recovery,3,20,20,Y,Y,43,40
PAN,1,9,recovery,4,20,20,Y,Y,47,40
PAN,1,9,recovery,1,23,23.4,Y,Y,57,60
PAN,1,9,recovery,2,23,23.4,Y,Y,43,44
PAN,1,9,recovery,3,23,23.4,Y,Y,40,44
PAN,1,9,recovery,4,23,23.4,Y,Y,65,59
PAN,1,9,recovery,1,26,26.4,Y,Y,35,41
PAN,1,9,recovery,2,26,26.4,Y,Y,33,33
PAN,1,9,recovery,3,26,26.4,Y,Y,47,67
PAN,1,9,recovery,4,26,26.4,Y,Y,38,47
PAN,1,9,recovery,1,29,29.2,Y,Y,46,33
PAN,1,9,recovery,2,29,29.2,Y,Y,41,45
PAN,1,9,recovery,3,29,29.2,Y,Y,21,21
PAN,1,9,recovery,4,29,29.2,N,N,0,0
PAN,1,9,recovery,1,32,31.9,N,N,0,0
PAN,1,9,recovery,2,32,31.9,N,N,0,0
PAN,1,9,recovery,3,32,31.9,N,N,0,0
PAN,1,9,recovery,4,32,31.9,N,N,0,0
MEL,2,1,day_1_2,1,14,14.4,Y,Y,4,5
